chrBase	chr	base	strand	coverage	freqC	freqT
chr21.10190633	chr21	10190633	F	36	36.11	63.89
chr21.10190937	chr21	10190937	R	51	90.20	9.80
chr21.10191062	chr21	10191062	R	30	86.67	13.33
chr21.10191408	chr21	10191408	R	46	50.00	50.00
chr21.10190515	chr21	10190515	F	12	100.00	0.00
chr21.10191294	chr21	10191294	R	16	87.50	12.50
chr21.10191023	chr21	10191023	R	36	72.22	27.78
chr21.10191900	chr21	10191900	R	38	86.84	13.16
chr21.10191878	chr21	10191878	F	33	69.70	30.30
chr21.10192335	chr21	10192335	R	10	80.00	20.00
chr21.10192323	chr21	10192323	R	10	90.00	10.00
chr21.10192318	chr21	10192318	F	17	88.24	11.76
chr21.10191851	chr21	10191851	R	70	84.29	15.71
chr21.10191923	chr21	10191923	F	25	32.00	68.00
chr21.10191830	chr21	10191830	R	71	81.69	18.31
chr21.10191899	chr21	10191899	F	32	84.38	15.62
chr21.10191875	chr21	10191875	F	15	40.00	60.00
chr21.10191907	chr21	10191907	R	38	55.26	44.74
chr21.10192331	chr21	10192331	R	10	90.00	10.00
chr21.10191786	chr21	10191786	F	19	84.21	15.79
chr21.10192279	chr21	10192279	F	17	70.59	29.41
chr21.10191838	chr21	10191838	R	71	71.83	28.17
chr21.10191940	chr21	10191940	R	42	78.57	21.43
chr21.10191850	chr21	10191850	F	15	86.67	13.33
chr21.10191824	chr21	10191824	R	71	66.20	33.80
chr21.10191770	chr21	10191770	R	58	96.55	3.45
chr21.10191863	chr21	10191863	F	14	85.71	14.29
chr21.10191857	chr21	10191857	F	15	86.67	13.33
chr21.10192322	chr21	10192322	F	17	82.35	17.65
chr21.10191818	chr21	10191818	F	18	83.33	16.67
chr21.10191924	chr21	10191924	R	39	56.41	43.59
chr21.10191906	chr21	10191906	F	26	34.62	65.38
chr21.10191819	chr21	10191819	R	70	91.43	8.57
chr21.10191773	chr21	10191773	F	19	52.63	47.37
chr21.10191769	chr21	10191769	F	19	100.00	0.00
chr21.10196458	chr21	10196458	R	14	57.14	42.86
chr21.10203541	chr21	10203541	F	11	100.00	0.00
chr21.10203523	chr21	10203523	F	11	100.00	0.00
chr21.10203548	chr21	10203548	F	11	100.00	0.00
chr21.10201698	chr21	10201698	R	10	70.00	30.00
chr21.10206494	chr21	10206494	F	11	100.00	0.00
chr21.10208521	chr21	10208521	F	149	1.34	98.66
chr21.10208129	chr21	10208129	R	149	85.91	14.09
chr21.10208522	chr21	10208522	R	262	1.15	98.85
chr21.10208038	chr21	10208038	F	10	100.00	0.00
chr21.10208623	chr21	10208623	R	12	100.00	0.00
chr21.10208692	chr21	10208692	R	31	96.77	3.23
chr21.10208128	chr21	10208128	F	206	65.53	34.47
chr21.13266540	chr21	13266540	F	12	25.00	75.00
chr21.13272547	chr21	13272547	F	51	3.92	96.08
chr21.13282440	chr21	13282440	F	324	65.74	34.26
chr21.13282433	chr21	13282433	F	326	93.87	6.13
chr21.13289258	chr21	13289258	F	11	45.45	54.55
chr21.13290830	chr21	13290830	R	15	60.00	40.00
chr21.13290849	chr21	13290849	R	15	0.00	100.00
chr21.13294755	chr21	13294755	F	13	100.00	0.00
chr21.13294914	chr21	13294914	R	23	100.00	0.00
chr21.13294757	chr21	13294757	F	13	100.00	0.00
chr21.13294893	chr21	13294893	R	23	65.22	34.78
chr21.13294785	chr21	13294785	F	16	81.25	18.75
chr21.13294742	chr21	13294742	F	13	100.00	0.00
chr21.13306339	chr21	13306339	R	15	100.00	0.00
chr21.13306349	chr21	13306349	R	15	73.33	26.67
chr21.13306175	chr21	13306175	F	14	100.00	0.00
chr21.13306159	chr21	13306159	F	15	100.00	0.00
chr21.13306319	chr21	13306319	R	15	93.33	6.67
chr21.13306171	chr21	13306171	F	15	80.00	20.00
chr21.13320693	chr21	13320693	F	17	100.00	0.00
chr21.13329164	chr21	13329164	F	16	100.00	0.00
chr21.13329151	chr21	13329151	F	16	100.00	0.00
chr21.13329140	chr21	13329140	F	16	93.75	6.25
chr21.13329132	chr21	13329132	F	16	50.00	50.00
chr21.13331902	chr21	13331902	R	12	100.00	0.00
chr21.13369700	chr21	13369700	F	12	58.33	41.67
chr21.13369706	chr21	13369706	F	12	100.00	0.00
chr21.13369716	chr21	13369716	F	12	100.00	0.00
chr21.13412268	chr21	13412268	F	13	100.00	0.00
chr21.13412311	chr21	13412311	F	13	100.00	0.00
chr21.13662766	chr21	13662766	F	38	100.00	0.00
chr21.13664889	chr21	13664889	R	130	99.23	0.77
chr21.13664888	chr21	13664888	F	15	93.33	6.67
chr21.13666506	chr21	13666506	R	20	95.00	5.00
chr21.13666553	chr21	13666553	R	21	95.24	4.76
chr21.13666542	chr21	13666542	R	21	95.24	4.76
chr21.13666397	chr21	13666397	R	55	98.18	1.82
chr21.13666601	chr21	13666601	F	17	94.12	5.88
chr21.13666552	chr21	13666552	F	18	94.44	5.56
chr21.13673214	chr21	13673214	F	13	92.31	7.69
chr21.13673243	chr21	13673243	F	13	92.31	7.69
chr21.13673262	chr21	13673262	F	13	100.00	0.00
chr21.13672934	chr21	13672934	F	11	100.00	0.00
chr21.13673945	chr21	13673945	F	20	95.00	5.00
chr21.13673754	chr21	13673754	F	15	60.00	40.00
chr21.13673740	chr21	13673740	F	15	100.00	0.00
chr21.13673983	chr21	13673983	F	20	80.00	20.00
chr21.13673937	chr21	13673937	F	20	100.00	0.00
chr21.13674125	chr21	13674125	F	13	84.62	15.38
chr21.13673713	chr21	13673713	F	15	100.00	0.00
chr21.13673964	chr21	13673964	F	19	78.95	21.05
chr21.13675001	chr21	13675001	F	17	100.00	0.00
chr21.13675042	chr21	13675042	F	16	87.50	12.50
chr21.13675005	chr21	13675005	F	17	100.00	0.00
chr21.13675047	chr21	13675047	F	16	68.75	31.25
chr21.13719188	chr21	13719188	R	13	38.46	61.54
chr21.13719180	chr21	13719180	R	13	38.46	61.54
chr21.13722743	chr21	13722743	F	33	96.97	3.03
chr21.13722734	chr21	13722734	F	33	93.94	6.06
chr21.13722718	chr21	13722718	F	33	93.94	6.06
chr21.13740067	chr21	13740067	F	26	84.62	15.38
chr21.13877808	chr21	13877808	R	11	100.00	0.00
chr21.13877899	chr21	13877899	R	11	100.00	0.00
chr21.13877855	chr21	13877855	R	11	81.82	18.18
chr21.13877896	chr21	13877896	R	11	100.00	0.00
chr21.13877640	chr21	13877640	F	13	53.85	46.15
chr21.13878804	chr21	13878804	R	13	100.00	0.00
chr21.13958266	chr21	13958266	R	17	100.00	0.00
chr21.13958077	chr21	13958077	R	16	100.00	0.00
chr21.13958080	chr21	13958080	R	16	93.75	6.25
chr21.13958107	chr21	13958107	R	16	68.75	31.25
chr21.13958094	chr21	13958094	R	16	100.00	0.00
chr21.13960510	chr21	13960510	R	10	80.00	20.00
chr21.13974325	chr21	13974325	F	16	37.50	62.50
chr21.13974288	chr21	13974288	F	16	87.50	12.50
chr21.13974286	chr21	13974286	F	16	87.50	12.50
chr21.13974025	chr21	13974025	F	10	100.00	0.00
chr21.13974282	chr21	13974282	F	16	100.00	0.00
chr21.13988987	chr21	13988987	R	14	100.00	0.00
chr21.13989431	chr21	13989431	F	13	100.00	0.00
chr21.13989277	chr21	13989277	F	18	100.00	0.00
chr21.13989387	chr21	13989387	R	29	72.41	27.59
chr21.13989497	chr21	13989497	R	19	89.47	10.53
chr21.13990284	chr21	13990284	R	18	100.00	0.00
chr21.13991220	chr21	13991220	R	16	6.25	93.75
chr21.13989320	chr21	13989320	F	18	88.89	11.11
chr21.13991268	chr21	13991268	F	10	60.00	40.00
chr21.13991068	chr21	13991068	F	25	48.00	52.00
chr21.13991250	chr21	13991250	F	10	30.00	70.00
chr21.13991247	chr21	13991247	F	10	70.00	30.00
chr21.13989647	chr21	13989647	R	10	100.00	0.00
chr21.13991229	chr21	13991229	R	15	33.33	66.67
chr21.13991085	chr21	13991085	F	23	34.78	65.22
chr21.13989455	chr21	13989455	R	19	89.47	10.53
chr21.13989454	chr21	13989454	F	12	100.00	0.00
chr21.13989282	chr21	13989282	F	18	94.44	5.56
chr21.13989449	chr21	13989449	R	19	89.47	10.53
chr21.13989303	chr21	13989303	F	18	94.44	5.56
chr21.13989284	chr21	13989284	F	18	100.00	0.00
chr21.13991271	chr21	13991271	F	10	70.00	30.00
chr21.13991080	chr21	13991080	F	24	33.33	66.67
chr21.13990159	chr21	13990159	F	25	84.00	16.00
chr21.13989452	chr21	13989452	R	18	61.11	38.89
chr21.13990852	chr21	13990852	R	10	50.00	50.00
chr21.13991112	chr21	13991112	F	23	34.78	65.22
chr21.13990316	chr21	13990316	R	16	100.00	0.00
chr21.13991248	chr21	13991248	R	16	87.50	12.50
chr21.13989448	chr21	13989448	F	13	84.62	15.38
chr21.13990713	chr21	13990713	F	11	18.18	81.82
chr21.13990130	chr21	13990130	F	18	100.00	0.00
chr21.13989451	chr21	13989451	F	11	63.64	36.36
chr21.13990719	chr21	13990719	F	11	18.18	81.82
chr21.13990697	chr21	13990697	F	10	0.00	100.00
chr21.13990194	chr21	13990194	F	14	100.00	0.00
chr21.13991289	chr21	13991289	F	10	50.00	50.00
chr21.13989384	chr21	13989384	R	29	96.55	3.45
chr21.13990171	chr21	13990171	F	28	96.43	3.57
chr21.13990874	chr21	13990874	R	10	50.00	50.00
chr21.13989432	chr21	13989432	R	29	86.21	13.79
chr21.13990302	chr21	13990302	R	16	100.00	0.00
chr21.13999569	chr21	13999569	R	15	86.67	13.33
chr21.13999129	chr21	13999129	R	20	50.00	50.00
chr21.13999107	chr21	13999107	F	16	18.75	81.25
chr21.13999212	chr21	13999212	F	11	27.27	72.73
chr21.13999263	chr21	13999263	R	15	66.67	33.33
chr21.13999574	chr21	13999574	F	10	40.00	60.00
chr21.13999610	chr21	13999610	R	15	86.67	13.33
chr21.13999588	chr21	13999588	R	15	86.67	13.33
chr21.13999059	chr21	13999059	R	15	60.00	40.00
chr21.13998967	chr21	13998967	F	17	52.94	47.06
chr21.13999095	chr21	13999095	F	16	43.75	56.25
chr21.13999562	chr21	13999562	R	14	35.71	64.29
chr21.13999150	chr21	13999150	R	20	50.00	50.00
chr21.13999239	chr21	13999239	R	15	33.33	66.67
chr21.13999031	chr21	13999031	R	15	53.33	46.67
chr21.13999192	chr21	13999192	F	11	27.27	72.73
chr21.13999568	chr21	13999568	F	10	20.00	80.00
chr21.13999609	chr21	13999609	F	10	100.00	0.00
chr21.13999012	chr21	13999012	R	15	46.67	53.33
chr21.13999621	chr21	13999621	F	10	50.00	50.00
chr21.13999566	chr21	13999566	F	10	90.00	10.00
chr21.13999256	chr21	13999256	R	15	53.33	46.67
chr21.13999023	chr21	13999023	R	15	20.00	80.00
chr21.13999168	chr21	13999168	R	19	57.89	42.11
chr21.13999082	chr21	13999082	F	16	37.50	62.50
chr21.13999541	chr21	13999541	F	11	90.91	9.09
chr21.13999011	chr21	13999011	F	18	44.44	55.56
chr21.13999089	chr21	13999089	F	15	13.33	86.67
chr21.13999362	chr21	13999362	F	10	20.00	80.00
chr21.13999131	chr21	13999131	F	12	8.33	91.67
chr21.13999647	chr21	13999647	F	10	50.00	50.00
chr21.13999206	chr21	13999206	F	11	27.27	72.73
chr21.13999132	chr21	13999132	R	20	25.00	75.00
chr21.13999249	chr21	13999249	R	16	37.50	62.50
chr21.13999561	chr21	13999561	F	10	60.00	40.00
chr21.13998987	chr21	13998987	F	17	41.18	58.82
chr21.13999551	chr21	13999551	F	10	90.00	10.00
chr21.13999210	chr21	13999210	F	11	27.27	72.73
chr21.13999247	chr21	13999247	R	16	37.50	62.50
chr21.13999114	chr21	13999114	F	15	33.33	66.67
chr21.13999587	chr21	13999587	F	10	100.00	0.00
chr21.13999252	chr21	13999252	R	16	68.75	31.25
chr21.13999041	chr21	13999041	R	15	53.33	46.67
chr21.13999142	chr21	13999142	R	20	55.00	45.00
chr21.13999547	chr21	13999547	F	10	90.00	10.00
chr21.13999237	chr21	13999237	R	15	73.33	26.67
chr21.13999567	chr21	13999567	R	14	35.71	64.29
chr21.13999199	chr21	13999199	F	11	18.18	81.82
chr21.13999103	chr21	13999103	F	16	56.25	43.75
chr21.13999039	chr21	13999039	R	15	0.00	100.00
chr21.13999236	chr21	13999236	F	10	60.00	40.00
chr21.13999575	chr21	13999575	R	15	6.67	93.33
chr21.13999005	chr21	13999005	F	18	61.11	38.89
chr21.14000056	chr21	14000056	F	12	25.00	75.00
chr21.14000092	chr21	14000092	F	12	100.00	0.00
chr21.13999971	chr21	13999971	F	10	100.00	0.00
chr21.14018053	chr21	14018053	F	17	41.18	58.82
chr21.14018050	chr21	14018050	F	18	27.78	72.22
chr21.14018056	chr21	14018056	F	18	44.44	55.56
chr21.14018046	chr21	14018046	F	18	27.78	72.22
chr21.14018027	chr21	14018027	F	18	61.11	38.89
chr21.14018268	chr21	14018268	F	10	20.00	80.00
chr21.14018261	chr21	14018261	F	10	30.00	70.00
chr21.14018304	chr21	14018304	R	12	91.67	8.33
chr21.14018298	chr21	14018298	R	12	66.67	33.33
chr21.14018224	chr21	14018224	F	10	90.00	10.00
chr21.14018279	chr21	14018279	R	12	100.00	0.00
chr21.14020268	chr21	14020268	F	11	100.00	0.00
chr21.14057234	chr21	14057234	F	20	90.00	10.00
chr21.14057932	chr21	14057932	R	20	100.00	0.00
chr21.14057892	chr21	14057892	R	20	100.00	0.00
chr21.14059879	chr21	14059879	F	10	80.00	20.00
chr21.14059887	chr21	14059887	F	10	80.00	20.00
chr21.14071286	chr21	14071286	F	17	58.82	41.18
chr21.14071266	chr21	14071266	F	17	100.00	0.00
chr21.14087947	chr21	14087947	R	11	100.00	0.00
chr21.14120949	chr21	14120949	F	11	81.82	18.18
chr21.14120848	chr21	14120848	F	11	100.00	0.00
chr21.14121411	chr21	14121411	F	20	85.00	15.00
chr21.14120874	chr21	14120874	F	11	90.91	9.09
chr21.14120869	chr21	14120869	F	10	100.00	0.00
chr21.14120864	chr21	14120864	F	11	18.18	81.82
chr21.14121409	chr21	14121409	F	21	76.19	23.81
chr21.14121571	chr21	14121571	R	13	100.00	0.00
chr21.14121388	chr21	14121388	F	21	100.00	0.00
chr21.14120854	chr21	14120854	F	11	100.00	0.00
chr21.14121557	chr21	14121557	R	13	100.00	0.00
chr21.14121428	chr21	14121428	F	21	71.43	28.57
chr21.14122053	chr21	14122053	F	11	100.00	0.00
chr21.14122043	chr21	14122043	F	11	81.82	18.18
chr21.14122048	chr21	14122048	F	11	90.91	9.09
chr21.14138059	chr21	14138059	F	13	69.23	30.77
chr21.14138023	chr21	14138023	F	13	100.00	0.00
chr21.14143619	chr21	14143619	F	10	90.00	10.00
chr21.14143530	chr21	14143530	F	16	87.50	12.50
chr21.14149363	chr21	14149363	R	11	9.09	90.91
chr21.14149402	chr21	14149402	R	11	100.00	0.00
chr21.14169734	chr21	14169734	F	11	100.00	0.00
chr21.14183550	chr21	14183550	F	10	30.00	70.00
chr21.14191829	chr21	14191829	R	11	0.00	100.00
chr21.14191855	chr21	14191855	R	11	90.91	9.09
chr21.14191870	chr21	14191870	R	10	80.00	20.00
chr21.14229209	chr21	14229209	R	12	100.00	0.00
chr21.14229238	chr21	14229238	R	10	100.00	0.00
chr21.14229227	chr21	14229227	R	11	81.82	18.18
chr21.14229198	chr21	14229198	R	12	100.00	0.00
chr21.14229195	chr21	14229195	R	12	100.00	0.00
chr21.14230293	chr21	14230293	R	23	100.00	0.00
chr21.14230187	chr21	14230187	R	11	100.00	0.00
chr21.14230284	chr21	14230284	R	22	100.00	0.00
chr21.14230216	chr21	14230216	R	10	100.00	0.00
chr21.14229948	chr21	14229948	R	13	100.00	0.00
chr21.14229946	chr21	14229946	R	13	100.00	0.00
chr21.14230660	chr21	14230660	R	29	100.00	0.00
chr21.14230706	chr21	14230706	R	29	100.00	0.00
chr21.14230669	chr21	14230669	R	29	93.10	6.90
chr21.14230665	chr21	14230665	R	28	100.00	0.00
chr21.14274406	chr21	14274406	F	16	12.50	87.50
chr21.14274367	chr21	14274367	R	11	27.27	72.73
chr21.14274417	chr21	14274417	F	16	12.50	87.50
chr21.14274365	chr21	14274365	R	11	36.36	63.64
chr21.14274348	chr21	14274348	R	11	36.36	63.64
chr21.14274412	chr21	14274412	F	16	12.50	87.50
chr21.14274363	chr21	14274363	R	11	36.36	63.64
chr21.14274402	chr21	14274402	F	16	6.25	93.75
chr21.14274395	chr21	14274395	F	16	18.75	81.25
chr21.14275564	chr21	14275564	R	10	100.00	0.00
chr21.14275582	chr21	14275582	R	10	100.00	0.00
chr21.14280366	chr21	14280366	R	24	91.67	8.33
chr21.14280217	chr21	14280217	R	11	100.00	0.00
chr21.14281495	chr21	14281495	R	22	86.36	13.64
chr21.14303083	chr21	14303083	F	15	93.33	6.67
chr21.14303048	chr21	14303048	F	15	86.67	13.33
chr21.14303914	chr21	14303914	F	14	92.86	7.14
chr21.14303306	chr21	14303306	R	11	100.00	0.00
chr21.14303925	chr21	14303925	F	14	71.43	28.57
chr21.14303898	chr21	14303898	F	14	100.00	0.00
chr21.14305244	chr21	14305244	F	14	100.00	0.00
chr21.14305156	chr21	14305156	R	16	100.00	0.00
chr21.14305115	chr21	14305115	R	16	100.00	0.00
chr21.14306119	chr21	14306119	F	10	10.00	90.00
chr21.14306144	chr21	14306144	F	10	100.00	0.00
chr21.14306137	chr21	14306137	F	10	100.00	0.00
chr21.14306497	chr21	14306497	R	10	100.00	0.00
chr21.14306356	chr21	14306356	F	14	100.00	0.00
chr21.14306496	chr21	14306496	F	21	85.71	14.29
chr21.14307921	chr21	14307921	R	11	36.36	63.64
chr21.14306383	chr21	14306383	F	14	100.00	0.00
chr21.14306363	chr21	14306363	F	14	100.00	0.00
chr21.14321686	chr21	14321686	F	35	0.00	100.00
chr21.14321876	chr21	14321876	R	29	0.00	100.00
chr21.14321696	chr21	14321696	F	35	0.00	100.00
chr21.14321687	chr21	14321687	R	33	0.00	100.00
chr21.14321717	chr21	14321717	F	35	0.00	100.00
chr21.14321843	chr21	14321843	R	17	0.00	100.00
chr21.14321720	chr21	14321720	F	35	0.00	100.00
chr21.14321815	chr21	14321815	R	18	0.00	100.00
chr21.14321914	chr21	14321914	R	29	0.00	100.00
chr21.14321651	chr21	14321651	R	33	0.00	100.00
chr21.14321810	chr21	14321810	R	18	0.00	100.00
chr21.14321881	chr21	14321881	R	29	0.00	100.00
chr21.14348893	chr21	14348893	R	11	90.91	9.09
chr21.14348849	chr21	14348849	R	11	90.91	9.09
chr21.14348810	chr21	14348810	F	17	94.12	5.88
chr21.14348846	chr21	14348846	R	11	90.91	9.09
chr21.14348848	chr21	14348848	F	16	100.00	0.00
chr21.14348845	chr21	14348845	F	16	100.00	0.00
chr21.14350317	chr21	14350317	F	30	86.67	13.33
chr21.14352592	chr21	14352592	R	13	100.00	0.00
chr21.14352384	chr21	14352384	F	24	100.00	0.00
chr21.14352591	chr21	14352591	F	17	100.00	0.00
chr21.14352556	chr21	14352556	R	13	100.00	0.00
chr21.14358635	chr21	14358635	F	12	91.67	8.33
chr21.14358585	chr21	14358585	R	11	100.00	0.00
chr21.14358203	chr21	14358203	R	15	100.00	0.00
chr21.14357942	chr21	14357942	F	26	96.15	3.85
chr21.14358155	chr21	14358155	R	14	100.00	0.00
chr21.14358577	chr21	14358577	R	10	100.00	0.00
chr21.14358181	chr21	14358181	R	15	100.00	0.00
chr21.14357956	chr21	14357956	F	23	100.00	0.00
chr21.14358196	chr21	14358196	R	15	100.00	0.00
chr21.14358604	chr21	14358604	F	12	83.33	16.67
chr21.14358612	chr21	14358612	F	12	100.00	0.00
chr21.14358648	chr21	14358648	F	12	100.00	0.00
chr21.14357962	chr21	14357962	F	24	95.83	4.17
chr21.14358078	chr21	14358078	R	14	78.57	21.43
chr21.14358487	chr21	14358487	F	16	100.00	0.00
chr21.14357926	chr21	14357926	F	26	96.15	3.85
chr21.14358534	chr21	14358534	F	18	100.00	0.00
chr21.14358651	chr21	14358651	F	12	100.00	0.00
chr21.14358179	chr21	14358179	R	15	100.00	0.00
chr21.14358186	chr21	14358186	R	15	86.67	13.33
chr21.14358528	chr21	14358528	F	18	100.00	0.00
chr21.14358047	chr21	14358047	R	14	92.86	7.14
chr21.14357945	chr21	14357945	F	25	88.00	12.00
chr21.14358042	chr21	14358042	R	14	78.57	21.43
chr21.14358592	chr21	14358592	R	11	81.82	18.18
chr21.14367357	chr21	14367357	F	11	100.00	0.00
chr21.14367015	chr21	14367015	R	10	80.00	20.00
chr21.14366595	chr21	14366595	F	11	81.82	18.18
chr21.14365777	chr21	14365777	R	15	100.00	0.00
chr21.14367279	chr21	14367279	R	10	20.00	80.00
chr21.14367014	chr21	14367014	F	12	100.00	0.00
chr21.14367894	chr21	14367894	R	25	100.00	0.00
chr21.14365296	chr21	14365296	F	14	100.00	0.00
chr21.14364493	chr21	14364493	R	10	100.00	0.00
chr21.14365648	chr21	14365648	F	21	100.00	0.00
chr21.14365260	chr21	14365260	R	24	100.00	0.00
chr21.14367702	chr21	14367702	R	12	100.00	0.00
chr21.14366497	chr21	14366497	R	11	72.73	27.27
chr21.14364917	chr21	14364917	F	15	93.33	6.67
chr21.14365278	chr21	14365278	F	14	100.00	0.00
chr21.14365529	chr21	14365529	F	10	100.00	0.00
chr21.14366923	chr21	14366923	R	19	100.00	0.00
chr21.14365748	chr21	14365748	R	15	86.67	13.33
chr21.14364981	chr21	14364981	R	10	90.00	10.00
chr21.14367716	chr21	14367716	R	12	100.00	0.00
chr21.14365025	chr21	14365025	R	10	100.00	0.00
chr21.14365683	chr21	14365683	F	21	100.00	0.00
chr21.14364506	chr21	14364506	R	10	100.00	0.00
chr21.14366605	chr21	14366605	F	11	100.00	0.00
chr21.14367515	chr21	14367515	R	14	100.00	0.00
chr21.14367498	chr21	14367498	R	13	100.00	0.00
chr21.14367213	chr21	14367213	F	11	100.00	0.00
chr21.14367882	chr21	14367882	R	25	100.00	0.00
chr21.14365696	chr21	14365696	F	20	100.00	0.00
chr21.14367979	chr21	14367979	R	15	100.00	0.00
chr21.14367207	chr21	14367207	F	11	72.73	27.27
chr21.14366216	chr21	14366216	R	20	90.00	10.00
chr21.14367008	chr21	14367008	F	12	91.67	8.33
chr21.14367220	chr21	14367220	F	11	100.00	0.00
chr21.14364894	chr21	14364894	F	15	93.33	6.67
chr21.14366612	chr21	14366612	F	11	100.00	0.00
chr21.14366493	chr21	14366493	R	11	100.00	0.00
chr21.14367325	chr21	14367325	F	13	84.62	15.38
chr21.14367175	chr21	14367175	F	11	100.00	0.00
chr21.14366625	chr21	14366625	F	11	100.00	0.00
chr21.14367534	chr21	14367534	R	14	100.00	0.00
chr21.14366245	chr21	14366245	R	20	100.00	0.00
chr21.14365671	chr21	14365671	F	21	100.00	0.00
chr21.14367628	chr21	14367628	R	11	100.00	0.00
chr21.14367010	chr21	14367010	F	12	100.00	0.00
chr21.14364879	chr21	14364879	F	15	73.33	26.67
chr21.14366211	chr21	14366211	R	20	90.00	10.00
chr21.14367054	chr21	14367054	R	10	90.00	10.00
chr21.14365259	chr21	14365259	F	13	92.31	7.69
chr21.14364882	chr21	14364882	F	15	100.00	0.00
chr21.14365015	chr21	14365015	R	10	100.00	0.00
chr21.14366513	chr21	14366513	R	11	72.73	27.27
chr21.14364979	chr21	14364979	R	10	100.00	0.00
chr21.14365755	chr21	14365755	R	14	100.00	0.00
chr21.14365019	chr21	14365019	R	10	100.00	0.00
chr21.14367517	chr21	14367517	R	14	92.86	7.14
chr21.14364995	chr21	14364995	R	10	100.00	0.00
chr21.14367740	chr21	14367740	R	12	100.00	0.00
chr21.14367045	chr21	14367045	R	10	100.00	0.00
chr21.14366580	chr21	14366580	F	11	100.00	0.00
chr21.14367961	chr21	14367961	R	15	100.00	0.00
chr21.14367190	chr21	14367190	F	11	72.73	27.27
chr21.14367739	chr21	14367739	F	26	100.00	0.00
chr21.14364896	chr21	14364896	F	15	100.00	0.00
chr21.14366254	chr21	14366254	R	20	100.00	0.00
chr21.14367706	chr21	14367706	R	12	100.00	0.00
chr21.14365688	chr21	14365688	F	20	100.00	0.00
chr21.14366972	chr21	14366972	F	12	100.00	0.00
chr21.14365791	chr21	14365791	R	13	100.00	0.00
chr21.14365665	chr21	14365665	F	21	85.71	14.29
chr21.14366531	chr21	14366531	R	11	100.00	0.00
chr21.14367621	chr21	14367621	R	11	63.64	36.36
chr21.14368438	chr21	14368438	F	10	100.00	0.00
chr21.14368475	chr21	14368475	R	10	100.00	0.00
chr21.14368445	chr21	14368445	F	10	90.00	10.00
chr21.14368481	chr21	14368481	R	10	90.00	10.00
chr21.14368415	chr21	14368415	F	10	100.00	0.00
chr21.14368400	chr21	14368400	F	10	100.00	0.00
chr21.14368490	chr21	14368490	R	10	100.00	0.00
chr21.14370195	chr21	14370195	F	20	100.00	0.00
chr21.14370457	chr21	14370457	F	16	100.00	0.00
chr21.14370025	chr21	14370025	F	20	85.00	15.00
chr21.14370143	chr21	14370143	R	22	81.82	18.18
chr21.14370169	chr21	14370169	R	64	93.75	6.25
chr21.14370318	chr21	14370318	F	13	100.00	0.00
chr21.14370193	chr21	14370193	F	20	100.00	0.00
chr21.14370310	chr21	14370310	F	13	100.00	0.00
chr21.14370595	chr21	14370595	F	10	100.00	0.00
chr21.14370352	chr21	14370352	F	11	90.91	9.09
chr21.14370181	chr21	14370181	R	64	87.50	12.50
chr21.14370359	chr21	14370359	F	12	83.33	16.67
chr21.14370360	chr21	14370360	R	10	100.00	0.00
chr21.14370433	chr21	14370433	F	17	82.35	17.65
chr21.14370353	chr21	14370353	R	10	100.00	0.00
chr21.14370180	chr21	14370180	F	19	100.00	0.00
chr21.14370376	chr21	14370376	R	10	100.00	0.00
chr21.14370415	chr21	14370415	F	17	100.00	0.00
chr21.14370153	chr21	14370153	R	23	100.00	0.00
chr21.14370444	chr21	14370444	F	17	100.00	0.00
chr21.14370018	chr21	14370018	R	17	100.00	0.00
chr21.14371668	chr21	14371668	F	10	100.00	0.00
chr21.14371698	chr21	14371698	F	10	100.00	0.00
chr21.14371781	chr21	14371781	R	11	90.91	9.09
chr21.14371792	chr21	14371792	F	11	100.00	0.00
chr21.14372099	chr21	14372099	R	12	100.00	0.00
chr21.14371780	chr21	14371780	F	11	100.00	0.00
chr21.14372089	chr21	14372089	R	12	100.00	0.00
chr21.14371800	chr21	14371800	F	12	100.00	0.00
chr21.14371678	chr21	14371678	F	10	90.00	10.00
chr21.14371818	chr21	14371818	F	13	100.00	0.00
chr21.14374557	chr21	14374557	F	33	100.00	0.00
chr21.14374515	chr21	14374515	F	34	85.29	14.71
chr21.14374698	chr21	14374698	F	15	93.33	6.67
chr21.14374689	chr21	14374689	F	16	87.50	12.50
chr21.14374686	chr21	14374686	F	16	100.00	0.00
chr21.14374542	chr21	14374542	F	32	84.38	15.62
chr21.14376611	chr21	14376611	R	66	83.33	16.67
chr21.14376428	chr21	14376428	R	119	0.00	100.00
chr21.14376417	chr21	14376417	R	140	0.00	100.00
chr21.14376609	chr21	14376609	R	63	63.49	36.51
chr21.14376644	chr21	14376644	R	145	2.76	97.24
chr21.14377513	chr21	14377513	F	12	100.00	0.00
chr21.14377533	chr21	14377533	R	12	75.00	25.00
chr21.14377532	chr21	14377532	F	12	100.00	0.00
chr21.14377582	chr21	14377582	R	13	100.00	0.00
chr21.14377537	chr21	14377537	F	12	100.00	0.00
chr21.14377576	chr21	14377576	R	13	100.00	0.00
chr21.14377538	chr21	14377538	R	13	76.92	23.08
chr21.14379907	chr21	14379907	R	14	100.00	0.00
chr21.14378325	chr21	14378325	F	13	100.00	0.00
chr21.14378318	chr21	14378318	F	13	100.00	0.00
chr21.14379889	chr21	14379889	R	14	100.00	0.00
chr21.14399868	chr21	14399868	R	14	100.00	0.00
chr21.14399864	chr21	14399864	R	14	78.57	21.43
